symbol,term,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Inventory,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing Cash Flow,Dividend,Financing Cash Flow,Price,Price_M1,Price_M2,Price_M3,name,name_kr,sector,industry,avg_volume
MAS,2019Q4,6707.0,4336.0,2371.0,1274.0,1088.0,929.0,3.24,1088.0,1088.0,287.0,697.0,997.0,754.0,2711.0,2316.0,5027.0,40.0,1548.0,2771.0,3535.0,5083.0,-56.0,171.0,833.0,-128.0,582.0,0.49,-1291.0,47.99,47.52,41.32,34.57,Masco Corp,매스코,Industrials,Building Products & Equipment,2466970
MASI,2019Q4,937.837,308.665,629.172,314.661,221.216,196.216,3.68,244.703,221.216,53.434,687.687,132.433,115.871,996.062,400.066,1396.13,5.0,172.219,16.0,56.035,228.254,1167.87,23.487,221.642,-68.375,-197.681,,-9.339,158.06,170.6,163.33,177.12,Masimo Corp,마시모,Healthcare,Medical Instruments & Supplies,422367
MAT,2019Q4,4504.57,2527.23,1977.34,1940.24,37.1019,-218.75,-0.64,281.62,37.102,346.127,630.028,936.359,495.504,2247.97,3077.25,5325.23,74.0,1276.91,2846.75,3556.6,4833.51,491.714,244.518,168.436,-100.509,-101.635,,-33.138,13.55,14.63,11.79,8.81,Mattel Inc,마텔,Consumer Cyclical,Leisure,3909830
MATW,2019Q4,1528.04,996.261,531.782,409.431,-10.806000000000001,-51.551,-1.6800000000000002,89.694,-10.8059,31.136,39.384,312.903,185.608,594.348,1690.23,2284.58,25.532,283.276,941.395,1285.6,1568.87,715.705,100.5,128.054,-38.889,-59.37,0.81,-68.944,38.17,37.32,29.56,24.19,Matthews International Corp Class A,매튜스 인터내셔널 Class A,Industrials,Conglomerates,116033
MATX,2019Q4,2203.1,1878.0,325.1,216.8,129.1,82.7,1.92,290.2,129.1,42.8,21.2,205.9,0.0,289.6,2555.8,2845.4,48.4,436.7,910.0,1603.0,2039.7,805.7,161.1,248.8,-306.9,-306.9,0.86,62.0,40.8,36.01,33.21,30.62,Matson Inc,매트슨,Industrials,Marine Shipping,146367
MAXR,2019Q4,1666.0,975.0,691.0,417.0,309.0,109.0,1.72,696.0,309.0,59.6,59.0,357.0,20.0,1261.0,3896.0,5157.0,30.0,996.0,2915.0,3399.0,4395.0,762.0,387.0,317.0,-34.0,-13.0,0.04,-238.0,15.67,15.96,15.21,10.68,Maxar Technologies Inc,막서 테르놀러지,Technology,Communication Equipment,2185900
MBI,2019Q4,280.0,242.0,38.0,11.0,-74.0,-359.0,-4.57,-74.0,-74.0,81.014,83.0,2079.0,,2162.0,5122.0,7284.0,0.0356,1383.0,4447.0,5062.0,6445.0,839.0,0.0,-368.0,0.0,1267.0,,-1096.0,9.3,9.06,7.8,7.14,MBIA Inc,엠비아,Financial Services,Insurance Specialty,962967
MBII,2019Q4,29.373,13.26,16.113,30.072,-27.985,-37.175,-0.32,-24.831,-27.985,117.982,6.252,5.925,8.149,21.716,51.001,72.717,3.899,21.085,19.147,28.074,49.159,23.558,3.154,-21.339,-0.9440000000000001,-6.793,,16.163,1.01,1.15,1.13,0.8200000000000001,Marrone Bio Innovations Inc,마론 바이오 이노베이션스,Basic Materials,Agricultural Inputs,100400
MBT,2019Q4,7379.64,2772.7,4606.94,1407.34,1769.91,840.735,0.9400000000000001,3427.61,1769.91,890.468,987.164,787.663,240.482,3016.11,9754.49,12770.6,1112.06,5401.08,4209.38,6805.41,12206.5,564.107,1657.69,1653.11,-959.9,-458.087,0.9,-1866.94,10.15,10.19,9.7,7.6,Mobil'nye Telesistemy PAO ADR,모바일 텔레시스테미 ADR,Communication Services,Telecom Services,2838500
MBUU,2019Q4,746.932,569.609,177.323,64.378,106.686,73.092,3.51,124.693,106.686,20.591,27.707,15.637,76.783,126.116,348.589,474.705,2.027,81.456,93.837,160.888,242.344,232.361,18.007,98.397,-30.414,-30.414,,-64.182,40.95,43.79,43.94,28.79,Malibu Boats Inc Class A,말리부 보츠,Consumer Cyclical,Recreational Vehicles,259833
MC,2019Q4,746.534,8081.0,746.534,539.258,114.543,105.095,2.09,119.508,114.543,50.374,168.572,55.796,,241.469,639.467,1071.7,16.0,179.238,182.0,498.634,677.872,393.827,4.965,209.307,-6.467,-51.873,2.75,-252.692,31.92,36.0,31.96,28.1,Moelis & Co Class A,모엘리스 Class A,Financial Services,Capital Markets,809633
MCD,2019Q4,21364.4,10185.0,11179.4,2229.4,9069.8,6025.4,7.88,10687.7,9069.8,758.1,898.5,2224.2,50.2,3557.9,43952.9,47510.8,59.1,3621.0,34118.1,52100.1,55721.1,-8210.3,1617.9,8122.1,-2242.5,-3071.1,4.73,-4994.8,197.61,213.97,194.17,165.35,McDonald's Corp,맥도날드,Consumer Cyclical,Restaurants,3394230
MCF,2019Q4,76.512,33.205,43.307,24.938,-150.731,-159.796,-2.95,-110.78,-150.731,54.136,1.624,39.567,0.186,46.387,307.439,353.826,0.0007,110.547,72.768,127.239,237.786,116.04,39.951,21.71,-154.855,-154.855,,134.769,3.67,3.91,3.2800000000000002,1.5,Contango Oil & Gas Co (Texas),콘탱고 오일 & 가스,Energy,Oil & Gas E&P,487233
MCFT,2019Q4,460.616,351.091,109.525,44.618,29.958,18.203,0.97,40.006,29.958,18.731,5.448,6.145,29.486,45.338,200.48,245.818,8.994,57.434,96.683,100.474,157.908,87.91,10.048,47.869,-19.517,-19.517,,-41.398,15.75,17.57,16.17,7.3,Mastercraft Boat Holdings Inc,마스터크래프트 보트 홀딩스,Consumer Cyclical,Recreational Vehicles,382367
MCHP,2019Q4,5277.6,2029.0,3248.6,678.4,771.0,645.4,1.355,2051.9,771.0,478.4,402.3,807.5,708.8,2104.0,15484.6,17588.6,1444.0,2336.6,8179.7,9635.4,11972.0,5616.6,1280.9,1575.5,-95.3,-141.3,0.73,-1469.3,52.36,48.74,45.35,33.9,Microchip Technology Inc,마이크로칩 테크놀러지,Technology,Semiconductors,2634730
MCK,2019Q4,224945.0,213057.0,11888.0,2422.0,1051.0,-917.0,-4.87,3498.0,1051.0,178.7,2065.0,18831.0,17020.0,39390.0,21483.0,60873.0,3116.0,40055.0,6734.0,14433.0,54488.0,6385.0,2447.0,3615.0,-490.0,-639.0,1.6,-2798.0,138.32,142.61,139.86,135.26,Mckesson Corp,매케슨,Healthcare,Medical Distribution,1883830
MCO,2019Q4,4829.0,1387.0,3442.0,1167.0,1998.0,1422.0,7.52,2198.0,1998.0,189.3,1930.0,1419.0,,3679.0,6586.0,10265.0,89.0,1912.0,5581.0,7522.0,9434.0,831.0,200.0,1675.0,-69.0,36.0,2.0,-1563.0,237.41,256.79,240.03,211.5,Moody's Corp,무디스,Financial Services,Financial Data & Stock Exchanges,752667
MCRB,2019Q4,34.505,,34.505,24.748,-71.876,-70.279,-1.31,-64.164,-71.876,56.649,94.816,1.7850000000000001,,100.189,32.251,132.44,4.456,45.993,24.648,134.771,180.764,-48.324,7.712,-76.52,-1.002,-30.518,,86.231,3.45,3.26,3.14,3.5700000000000003,Seres Therapeutics Inc,세레스 테라퓨틱스,Healthcare,Biotechnology,286300
MCS,2019Q4,820.863,454.223,366.64,98.105,68.191,42.017,1.35,140.753,68.191,30.656,25.618,35.381,6.0,79.264,1279.92,1359.19,9.91,174.988,227.234,562.74,737.728,621.458,72.562,141.479,-64.064,-93.946,0.64,-43.842,31.77,29.15,26.72,12.32,Marcus Corp,마커스,Communication Services,Entertainment,143100
MCY,2019Q4,3972.52,3308.11,664.409,,395.104,320.087,5.78,459.834,395.104,55.351,294.398,730.216,,1024.61,4819.63,5889.16,0.004,3420.12,372.133,621.539,4089.66,1799.5,64.73,519.678,-40.088,-401.201,2.51,-138.37,48.73,49.09,43.31,40.72,Mercury General Corp,머큐리 제너럴,Financial Services,Insurance Property & Casualty,199833
MD,2019Q4,2325.93,1680.5,645.434,308.518,226.554,-1497.7,-18.04,258.157,226.554,83.288,182.38,434.266,,731.507,3414.39,4145.9,23.0,541.818,1730.24,2105.09,2646.91,1499.0,31.603,357.711,-19.269,102.455,,-393.07,27.79,23.07,17.09,11.64,MEDNAX Inc,메드낙스,Healthcare,Medical Care Facilities,977667
MDB,2019Q4,383.681,116.132,267.549,264.278,-130.724,-135.146,-2.44,-100.406,-130.724,56.412,425.867,67.506,,525.621,209.364,734.985,4.18,204.522,226.69,311.628,516.15,218.835,30.318,-30.402,-5.5,12.646,,29.458,131.61,163.91,152.5,136.54,MongoDB Inc Class A,몽고DB Class A,Technology,Software Infrastructure,1204730
MDC,2019Q4,3293.25,2601.13,692.122,362.79,329.332,236.826,3.5463,352.386,329.332,66.5464,530.959,65.829,2366.58,3260.51,77.846,3338.36,406.0,416.833,1139.04,1139.04,1555.87,1782.48,23.054,57.833,-24.714,-28.785,1.09,-24.975,35.33,39.02,36.43,21.48,MDC Holdings Inc,MDC 홀딩스,Consumer Cyclical,Residential Construction,1557220
MDLZ,2019Q4,25868.0,15531.0,10337.0,6136.0,3843.0,3929.0,2.67,4893.0,3843.0,1445.0,1291.0,2927.0,2546.0,7630.0,56885.0,64515.0,1581.0,15322.0,14207.0,21876.0,37198.0,27317.0,1047.0,3965.0,-843.0,-960.0,1.09,-2787.0,55.08,57.38,52.8,50.08,Mondelez International Inc Class A,몬덜리즈 인터내셔널 Class A,Consumer Defensive,Confectioners,4882870
MDRX,2019Q4,1632.61,1022.32,610.287,400.808,-99.689,-182.178,-1.09,98.537,-99.689,166.306,137.539,424.415,0.0,841.262,2364.48,3205.74,364.465,1210.69,551.004,709.861,1920.55,1285.19,198.226,46.254,-119.767,-161.056,,67.343,9.82,8.58,7.54,7.04,Allscripts Healthcare Solutions Inc,올스크립트 헬스케어 솔루션스,Healthcare,Health Information Services,1413070
MDT,2019Q4,30891.0,9508.0,21383.0,10379.0,6324.0,4669.0,3.48,8994.0,6324.0,1340.8,10398.0,6118.0,4042.0,22653.0,68400.0,91053.0,875.0,8170.0,24752.0,32164.0,40334.0,50719.0,2670.0,7519.0,-1221.0,-3305.0,2.12,-4143.0,113.45,115.44,100.67,90.18,Medtronic PLC,메드트로닉,Healthcare,Medical Devices,3801070
MDU,2019Q4,5336.78,508.102,4828.67,4091.44,481.22,335.453,1.6800000000000002,738.567,481.22,198.612,66.459,836.605,278.407,1297.7,6270.03,7683.06,16.54,866.427,2226.57,3969.39,4835.81,2847.25,257.347,542.28,-546.253,-603.861,0.81,74.092,29.71,29.61,27.73,21.5,MDU Resources Group Inc,MDU 리소시스 그룹,Industrials,Conglomerates,1428100
MDXG,2019Q4,299.255,43.081,256.174,198.205,-21.16,-25.58,-0.34,-12.144,-21.16,106.946,69.069,32.345,9.104,123.245,43.921,167.166,3.75,67.322,61.906,65.446,132.768,34.398,9.016,-39.412,-1.752,0.504,,62.859,7.58,7.38,6.46,3.49,MiMedx Group Inc,미메드엑스 그룹,Healthcare,Biotechnology,393900
MED,2019Q4,713.672,176.814,536.858,445.819,91.039,77.916,6.62,96.117,91.039,11.771,92.678,1.437,48.771,154.151,40.502,194.653,3.168,79.388,10.433,10.433,89.821,104.832,5.078,84.261,-10.058,-6.328,3.38,-82.324,109.58,96.63,83.11,62.5,Medifast Inc,메디패스트,Consumer Cyclical,Personal Services,264400
MEDP,2019Q4,860.969,321.006,539.963,95.245,127.263,100.164,2.79,150.605,127.263,35.881,131.92,155.662,,317.028,826.043,1143.07,11.0,343.002,45.0,73.786,416.788,726.283,23.342,201.867,-17.912,-19.144,,-73.918,84.06,85.55,89.94,73.38,Medpace Holdings Inc,메드페이스 홀딩스,Healthcare,Diagnostics & Research,278633
MEI,2019Q4,1040.3,761.0,279.3,131.0,128.3,105.4,2.81,177.5,128.3,37.588,95.6,205.3,133.8,465.4,817.3,1282.7,6.5,184.3,259.9,365.8,550.1,732.6,49.2,133.6,-48.0,-47.5,0.44,-100.4,39.35,32.75,30.66,26.43,Methode Electronics Inc,메소드 일렉트로닉스,Technology,Electronic Components,225733
MEIP,2019Q4,4.5440000000000005,3.594,0.9500000000000001,15.7,-49.096,-37.513,-0.5,-48.984,-49.096,78.577,103.881,0.577,,106.445,0.66,107.105,0.30000000000000004,9.929,0.0,19.891,29.82,77.285,0.112,-43.965,-0.05,-10.626,,54.481,2.48,2.29,1.9300000000000002,1.6099999999999999,MEI Pharma Inc,MEI 파머,Healthcare,Biotechnology,181900
MELI,2019Q4,2296.31,1194.19,1102.12,1031.48,-153.161,-180.84,-3.63,-79.8411,-153.161,48.693,3048.67,597.52,8.626,3788.86,992.835,4781.69,186.138,1752.32,631.353,1046.25,2798.57,1983.12,73.32,451.091,-136.798,-1447.79,,2021.01,571.94,663.0,616.03,488.58,Mercadolibre Inc,메르카도리브레,Consumer Cyclical,Internet Retail,521733
MEOH,2019Q4,3283.51,2799.94,483.577,0.0,189.45,87.767,1.15,533.577,189.45,76.592,416.763,488.721,281.052,1232.52,3964.09,5196.62,38.3446,648.246,1730.43,2918.01,3566.25,1630.36,344.127,515.431,-323.86,-250.692,,-104.053,38.63,32.45,28.85,12.17,Methanex Corp,메타넥스,Basic Materials,Chemicals,426433
MERC,2019Q4,1624.41,1466.18,158.23,74.227,84.0028,-9.639,-0.14,210.397,84.0029,65.553,351.085,208.74,272.599,844.697,1221.02,2065.72,6.0,256.312,1119.04,1259.01,1515.32,550.403,126.394,244.283,-132.034,-139.358,0.54,6.098,12.3,11.01,8.86,7.24,Mercer International Inc,머서 인터내셔널,Basic Materials,Paper & Paper Products,196100
MESA,2019Q4,729.237,479.239,249.998,51.309,109.094,39.284,1.13,188.328,109.094,35.023,61.211,24.121,22.4,112.234,1429.77,1542.0,166.089,295.911,641.017,807.899,1103.81,438.191,79.234,145.761,-109.007,-97.341,,-79.453,8.94,8.54,5.77,3.29,Mesa Air Group Inc,메사 에어 그룹,Industrials,Airlines,499833
MET,2019Q4,69620.0,49136.0,20484.0,-50.0,6795.0,5721.0,6.06,6795.0,6795.0,937.6,16598.0,20443.0,,37041.0,703422.0,740463.0,3385.0,410793.0,14459.0,263288.0,674081.0,66382.0,-369.0,13786.0,0.0,-17586.0,1.74,4568.0,50.97,49.71,42.72,30.57,MetLife Inc,메트라이프,Financial Services,Insurance Life,5108270
MFA,2019Q4,695.907,,695.907,52.648,601.366,363.117,0.8,633.451,601.366,450.972,134.664,0.0,,7585.62,5982.55,13568.2,9691.0,0.0,10031.6,10184.2,10184.2,3383.95,45.216,215.775,86.023,-1134.74,0.8,964.921,7.65,7.8,7.23,1.55,MFA Financial Inc,MFA 파이낸셜,Real Estate,Reit Mortgage,2796230
MFC,2019Q4,59963.9,21598.2,38365.8,12145.0,26220.8,4092.05,2.09,26360.9,26220.8,1958.0,15298.1,32277.4,,47575.5,562185.0,609760.0,1.2161,0.0,3423.6,572000.0,572000.0,37759.9,140.17,15480.5,0.0,-10422.3,,-1567.49,20.29,19.47,16.84,12.54,Manulife Financial Corp,매뉴라이프 파이낸셜,Financial Services,Insurance—Life,1107600
MFIN,2019Q4,152.949,35.045,117.904,114.121,2.337,-1.762,0.05,,,24.343,67.821,,,1191.25,350.422,1541.67,353.0,1010.51,174.614,183.955,1207.2,334.468,12.451,64.935,0.0,-206.51,,151.683,7.27,6.89,5.91,1.8599999999999999,Medallion Financial Corp,메달리언 파이낸셜,Financial Services,Credit Services,152500
MGA,2019Q4,39431.0,34022.0,5409.0,1697.0,2367.0,1765.0,5.61,3969.0,2367.0,314.7,1276.0,5927.0,3304.0,10745.0,15045.0,25790.0,105.883,8529.0,3062.0,6130.0,14659.0,11131.0,1602.0,3960.0,-1025.0,-434.0,,-2947.0,54.84,50.69,45.82,31.92,Magna International Inc,마그나 인터내셔널,Consumer Cyclical,Auto Parts,772767
MGEE,2019Q4,568.855,173.203,395.652,213.18,110.91,86.874,2.5,182.472,110.91,34.668,23.481,48.422,45.282,181.641,1900.02,2081.66,19.659,128.82,541.12,1097.17,1225.99,855.676,71.562,130.475,-164.036,-172.357,1.38,-17.233,78.82,79.93,71.34,65.47,MGE Energy Inc,MGE 에너지,Utilities,Utilities Diversified,145300
MGI,2019Q4,1285.1,662.2,622.9,289.3,51.9999,-60.3,-0.88,179.5,51.9999,71.1,146.8,0.0,,146.8,4038.2,4185.0,90.0,3443.4,850.3,982.0,4425.4,-240.4,127.5,63.5,-54.5,115.0,,-81.8,2.1,2.06,2.16,1.31,MoneyGram International Inc,머니그램 인터내셔널,Financial Services,Credit Services,2205870
MGM,2019Q4,12899.7,7603.49,5296.18,2565.86,3940.22,2049.15,3.99,5283.84,3940.22,524.173,2329.6,1374.88,102.888,4007.69,29868.7,33876.4,95.0,3191.42,11168.9,18022.0,21213.4,12662.9,1343.62,1810.4,-736.428,3519.43,0.52,-4529.59,33.27,31.06,24.56,11.8,MGM Resorts International,MGM 리조트 인터내셔널,Consumer Cyclical,Resorts & Casinos,5061770
MGNI,2019Q4,156.414,57.391,99.023,84.315,-27.583,-25.478,-0.49,4.543,-27.583,52.614,88.888,217.571,,313.05,82.07,395.12,7.282,267.499,15.231,15.685,283.184,111.936,32.126,31.983,-19.888,-23.388,,-0.20500000000000002,8.16,9.36,11.35,5.55,Magnite Inc,매그나이트,Communication Services,Advertising Agencies,586567
MGNX,2019Q4,64.188,0.0,64.188,46.064,-177.185,-151.811,-3.17,-166.34,-177.185,48.083,215.756,12.744,0.0,239.785,72.716,312.501,3.02,45.167,27.553,36.706,81.873,230.628,10.845,-134.27,-4.289,-79.358,,119.972,10.88,9.25,8.77,5.82,MacroGenics Inc,매크로제닉스,Healthcare,Biotechnology,284467
MGP,2019Q4,881.078,10.844,870.234,16.516,525.167,90.26,0.97,846.952,525.167,93.047,202.101,0.5660000000000001,,202.101,11428.1,11910.3,0.0,80.325,4307.35,4593.98,5012.26,6898.01,321.785,100.706,-0.012,3.767,1.87,93.621,30.97,31.94,28.7,23.67,MGM Growth Properties LLC Class A,MGM 그로스 프로퍼티,Real Estate,Reit Diversified,962067
MGPI,2019Q4,362.745,286.213,76.532,29.29,47.242,38.54,2.27,58.814,47.242,17.012,3.309,41.918,136.931,184.206,138.391,322.597,0.401,39.295,40.659,52.258,91.553,231.044,11.572,19.722,-16.73,-17.931,0.4,-3.507,48.45,34.06,28.76,26.89,MGP Ingredients Inc,MGP 인그리디언츠,Consumer Defensive,Beverages Wineries & Distilleries,212200
MGRC,2019Q4,570.23,304.065,266.165,124.793,141.372,96.806,3.99,230.859,141.372,24.25,2.342,128.099,,130.441,1179.43,1309.87,10.0,457.569,293.0,218.27,675.839,634.036,89.487,187.994,-135.336,-143.144,1.47,-44.016,76.54,77.32,69.45,52.38,McGrath RentCorp,맥그래스 렌트코프,Industrials,Rental & Leasing Services,226433
MGTX,2019Q4,13.292,,13.292,46.6843,-58.268,-54.7463,-1.67,-56.0089,-58.268,33.162,227.233,35.3118,,268.98,54.9078,323.888,1.6742,49.1958,21.5043,83.8897,133.086,190.802,2.2592,20.0449,-8.9804,-9.3701,,148.235,20.02,18.11,16.2,13.44,MeiraGTx Holdings PLC,메이라 지티 엑스 홀딩스,Healthcare,Biotechnology,108700
MGY,2019Q4,942.156,40.938,901.218,69.432,127.502,47.433,0.30000000000000004,669.12,127.502,161.886,182.633,105.775,,293.218,3173.19,3466.41,3.0,175.208,389.835,562.669,737.877,2728.53,541.618,647.619,-435.035,-524.248,,-76.496,12.58,10.52,7.51,4.0,Magnolia Oil & Gas Corp Class A,매그놀리아 오일 & 가스 Class A,Energy,Oil & Gas E&P,1759100
MHK,2019Q4,9970.67,7294.63,2676.04,1848.82,827.224,744.211,10.33,1463.58,827.224,71.986,177.285,1526.62,2282.33,4429.46,8957.22,13386.7,1051.5,2712.58,1518.39,2547.65,5260.23,8126.45,636.358,1418.76,-545.462,-616.044,,-789.877,136.38,131.68,121.15,76.24,Mohawk Industries Inc,모호크 인더스트리스,Consumer Cyclical,Furnishings Fixtures & Appliances,661867
MHLD,2019Q4,576.135,622.589,-46.454,47.218,-110.273,-131.903,-1.5899999999999999,-83.133,-90.953,83.061,107.278,635.603,,742.881,2825.32,3568.2,0.0172,2692.62,254.908,367.858,3060.48,507.718,7.82,-1142.6,0.0,913.177,,-0.018000000000000002,0.75,0.88,0.93,0.91,Maiden Holdings Ltd,메이든 홀딩스,Financial Services,Insurance Reinsurance,147933
MHO,2019Q4,2500.29,2005.86,494.429,302.338,187.089,127.587,4.57,203.039,187.089,27.846,6.083,0.0,1769.51,1930.83,174.76,2105.59,142.0,307.425,754.812,794.692,1102.12,1003.48,15.95,65.631,1.782,-27.594,,-53.483,39.35,44.39,37.23,16.53,M/I Homes Inc,M/I 홈스,Consumer Cyclical,Residential Construction,379367
MIC,2019Q4,1492.0,713.0,779.0,350.0,241.0,156.0,1.82,375.0,241.0,86.483,261.0,66.0,22.0,4551.0,2310.0,6861.0,12.0,2009.0,1554.0,2041.0,4050.0,2811.0,134.0,215.0,-84.0,-69.0,4.0,-706.0,42.84,44.11,39.25,25.25,Macquarie Infrastructure Holdings LLC,맥쿼리 인프라스트럭처 홀딩스,Industrials,Airports & Air Services,1413300
MIDD,2019Q4,2959.45,1855.95,1103.5,593.813,514.043,352.24,6.33,617.471,514.043,55.647,94.5,447.612,585.699,1209.2,3792.95,5002.14,2.894,593.137,1870.25,2462.19,3055.33,1946.81,103.428,377.425,-46.609,-327.667,,-25.445,109.52,112.16,111.81,56.88,Middleby Corp,미들비,Industrials,Specialty Industrial Machinery,247633
MIME,2019Q4,404.939,104.758,300.181,227.306,-2.62,-6.655,-0.11,37.922,-2.62,62.189,189.863,80.168,,294.855,419.776,714.631,5.947,269.319,88.648,220.664,489.983,224.648,40.542,83.818,-45.199,-55.03,,23.779,43.38,51.03,39.59,35.3,Mimecast Ltd,마임캐스트,Technology,Software Infrastructure,360867
MITK,2019Q4,88.974,12.321,76.653,43.297,0.268,3.027,0.07,8.384,0.268,40.615,33.064,12.875,,51.811,95.186,146.997,1.391,20.876,7.113,14.597,35.473,111.524,8.116,17.144,-0.76,-16.408,,3.956,7.65,9.76,8.71,7.88,Mitek Systems Inc,마이텍 시스템즈,Technology,Software Application,209367
MITT,2019Q4,171.66,13.614,169.314,12.171,200.939,76.8,7.2008,196.266,200.939,10.7296,125.369,0.0,,4151.67,196.145,4347.82,3289.0,5.226,3457.82,3498.77,3498.77,849.046,-4.673,65.238,0.0,-746.963,5.7,722.695,46.26,47.55,44.91,8.22,AG Mortgage Investment Trust Inc,AG 모기지 인베스트먼트,Real Estate,Reit Mortgage,124378
MIXT,2019Q4,151.303,50.62,100.683,75.721,24.908,19.609,0.81,24.908,24.908,22.005,22.424,33.938,4.622,61.81,118.01,179.82,3.966,39.156,7.265,17.557,56.713,123.107,18.585,43.868,-21.57,-30.675,0.26,-13.111,12.97,13.08,13.27,8.65,MIX Telematics Ltd ADR,믹스 텔레매틱스 ADR,Technology,Software Application,131433
MKC,2019Q4,5347.4,3202.1,2145.3,1166.8,957.7,702.7,2.65,1116.5,957.7,265.1,155.4,502.9,801.2,1550.2,8811.9,10362.1,97.7,2154.4,3625.8,4751.0,6905.4,3456.7,158.8,946.8,-173.7,-171.0,1.16,-725.8,84.86,81.68,73.1,70.61,McCormick & Company Inc,매코믹 & 컴퍼니,Consumer Defensive,Packaged Foods,1480670
MKSI,2019Q4,1899.8,1069.4,830.4,330.3,219.8,140.4,2.56,344.5,219.8,54.7,524.0,341.1,462.1,1433.5,1982.8,3416.3,12.1,317.7,871.7,1075.3,1393.0,2023.3,124.7,244.5,-63.9,-947.2,0.8,476.2,110.01,104.82,100.19,81.45,MKS Instruments Inc,MKS 인스트루먼츠,Technology,Scientific & Technical Instruments,348633
MKTX,2019Q4,511.352,,511.352,222.299,250.882,204.902,5.53,283.534,250.882,37.083,500.601,62.017,,593.889,279.642,954.93,98.0,86.848,97.991,97.991,184.839,770.091,32.652,265.935,-34.7,-122.051,2.04,-118.1,379.11,354.18,324.33,332.57,Marketaxess Holdings Inc,마켓액세스 홀딩스,Financial Services,Capital Markets,347533
MLCO,2019Q4,5736.8,3637.92,2098.89,559.48,747.678,373.173,0.79,747.678,747.678,478.856,1481.74,284.775,43.959,1894.67,7593.75,9488.42,0.146,1525.46,4656.03,4819.73,6345.19,3143.23,671.529,745.419,-379.156,-1074.73,0.64,89.055,24.17,20.17,17.34,12.4,Melco Resorts & Entertainment Ltd ADR,멜코 리조트 & 엔터테인먼트 ADR,Consumer Cyclical,Resorts & Casinos,1487630
MLHR,2019Q4,2635.1,1664.3,970.8,651.1,226.9,212.2,3.61,299.3,226.9,59.062,186.0,244.6,184.4,666.8,1211.2,1878.0,0.0018000000000000002,481.4,275.0,552.0,1033.4,844.6,72.4,267.3,-82.6,-128.4,,-72.7,41.65,38.65,34.24,22.2,Herman Miller Inc,허먼 밀러,Consumer Cyclical,"Furnishings, Fixtures & Appliances",401833
MLI,2019Q4,2430.62,2035.61,395.006,162.358,191.403,100.972,1.8,234.414,191.403,55.798,97.944,269.943,292.107,693.772,677.168,1370.94,7.53,234.287,378.724,474.517,708.804,662.136,43.011,200.544,-27.922,-40.457,0.4,-139.694,31.75,29.17,27.98,23.94,Mueller Industries Inc,뮬러 인더스트리스,Industrials,Metal Fabrication,223167
MLKN,2019Q4,2635.1,1664.3,970.8,651.1,226.9,212.2,3.6,299.3,226.9,59.062,186.0,244.6,184.4,666.8,1211.2,1878.0,0.0,481.4,275.0,552.0,1033.4,844.6,72.4,267.3,-82.6,-128.4,0.81,-72.7,41.65,38.65,34.24,22.2,MillerKnoll Inc,밀러놀,Consumer Cyclical,Furnishings Fixtures & Appliances,401833
MLM,2019Q4,4739.1,3560.1,1179.0,302.7,884.9,611.9,9.77,1256.4,884.9,62.5,21.0,573.7,690.8,1426.7,8704.9,10131.6,340.0,838.5,2433.6,3939.8,4778.3,5353.3,371.5,966.1,-393.5,-385.9,2.06,-604.1,279.64,263.8,227.53,189.23,Martin Marietta Materials Inc,마틴 마리에타 머터리얼스,Basic Materials,Building Materials,526300
MLSS,2019Q4,8.3745,2.6562,5.7183,9.5275,-3.9989,-7.5245,-0.15,-3.8985000000000003,-3.9989,45.7401,1.5163,1.7107,1.6205,6.0772,0.4791,6.5563,0.016,4.9276,0.0,0.0,4.9276,1.6286,0.1005,-1.7793,-0.0099,-0.0099,,2.5620000000000003,1.3900000000000001,1.74,2.2,1.25,Milestone Scientific Inc,마일스톤 사이언티픽,Healthcare,Medical Instruments & Supplies,647600
MMC,2019Q4,16652.0,,16652.0,9734.0,2677.0,1742.0,3.45,3324.0,2677.0,506.0,1155.0,5236.0,,7068.0,22368.0,31357.0,1557.0,6679.0,10741.0,16735.0,23414.0,7943.0,647.0,2361.0,-421.0,-4395.0,1.74,4331.0,111.41,111.86,104.56,86.46,Marsh & McLennan Companies Inc,마쉬 앤 맥레넌 컴퍼니,Financial Services,Insurance Brokers,1729870
MMI,2019Q4,806.428,498.878,307.55,203.11,96.423,76.93,1.96,104.44,96.423,39.404,383.422,10.002,,410.167,208.332,709.034,24.326,101.805,63.155,112.322,214.127,494.907,8.017,25.287,-8.791,-3.422,,-3.878,37.25,35.4,31.96,27.1,Marcus & Millichap Inc,마커스 & 밀리쳅,Real Estate,Real Estate Services,144167
MMLP,2019Q4,847.118,492.795,354.323,41.433,58.104,-171.488,-4.44,121.899,58.104,38.659,2.856,105.083,62.54,181.364,485.792,667.156,6.7597000000000005,107.28,570.505,596.072,703.352,-36.196,63.795,75.815,-4.93,174.828,,-248.087,4.03,3.04,2.43,1.1,Martin Midstream Partners Units,Martin Midstream Partners Units,Energy,Oil & Gas Midstream,161433
